,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199
0,0.07067425,0.14496608,-0.14327519,0.082292825,-0.026079746,-0.043354023,-0.051194422,0.09658467,0.1125485,-0.07861227,0.0622158,0.15743877,0.029451232,-0.085860796,-0.14995703,-0.096769266,-0.024216626,-0.0025236292,0.05318567,-0.04342033,0.061385706,-0.06836655,-0.040287714,-0.088750854,-0.079281345,0.0919186,0.13646099,-0.046168964,0.13855131,-0.045065746,0.091397695,0.07620778,0.0394974,-0.0827085,-0.11059618,-0.08940273,0.09328465,-0.05092936,0.075699255,-0.060487505,-0.032895062,-0.11967269,-0.07604596,-0.08633024,0.09735035,0.09501688,-0.06729611,-0.014947228,-0.11234486,-0.12889703,-0.078875236,0.14439721,0.10890951,0.13255571,0.03161195,-0.08549299,0.041378193,-0.056501456,-0.1358988,-0.037123706,0.13535973,0.0089709675,0.05661156,-0.058904625,0.04365949,-0.021059955,-0.06455917,0.06581788,0.041967083,0.15749858,-0.02012377,-0.005990501,0.034654126,0.07533632,0.016884115,-0.023598613,0.0125567475,0.072529875,-0.05754081,-0.060504075,-0.09570753,0.13540721,-0.03178341,0.037647214,0.016307864,0.149237,-0.099840924,0.002245624,0.12174317,-0.10223385,-0.105046496,0.1168228,-0.03812412,0.03723559,-0.05294804,0.0043392954,0.081138276,0.10297357,0.113285765,-0.025332645,-0.10355751,-0.12020942,-0.016011829,0.11189615,0.123173356,0.0040550986,-0.084695265,0.051753834,-0.003905602,0.019256761,0.09482952,0.08390764,-0.028481599,-0.0032267522,0.073453285,-0.113473885,-0.11807721,-0.1162503,0.007835588,-0.012016279,-0.011061733,0.043620657,0.10905774,-0.054320496,0.10456315,0.12987696,0.114872806,0.16323866,-0.010036497,0.07873615,0.103783384,0.0024448007,-0.06817088,-0.084468044,0.036048815,-0.13107878,0.10903954,0.11347546,0.112107426,0.0384255,-0.009090139,0.13523756,-0.0050212503,-0.041430503,0.12135428,0.04196253,0.054984156,0.048094407,0.068709925,0.10777949,0.060380854,-0.12389736,-0.101525575,-0.107402876,0.13626547,0.088937774,0.0051635783,0.052844867,-0.02670787,-0.034045804,0.05939797,0.006782125,-0.07497588,-0.0036517554,-0.053362723,-0.04324194,0.058602218,0.09617378,-0.12669942,-0.070614554,0.046614595,-0.043708935,0.10578063,0.04646588,-0.06681956,0.10602428,-0.022487937,-0.056549862,0.02200547,0.012179798,0.081426404,0.1349522,-0.11702992,-0.013571546,0.11098992,-0.047542483,0.11352653,0.11895782,-0.08115544,0.09606032,-0.09628842,0.03606332,-0.0069678253,-0.033489294,-0.06453384,-0.0651553,-0.10309964,0.14703828,0.099910714,-0.0426631
1,0.03156929,0.010786462,-0.014386808,0.024832584,0.110323206,-0.09205679,0.03912599,0.00052595907,0.08202234,-0.03653887,-0.08005891,-0.092153504,0.11271422,0.07934296,-0.09225945,-0.10449334,-0.099462874,0.049367055,0.088664144,-0.017520381,0.097578,-0.014385857,-0.07302683,-0.040007643,0.06881424,0.06722585,0.0943999,0.08511287,-0.15297781,0.054910354,-0.074634194,0.100750886,-0.03355837,-0.07171382,0.07892749,0.03725537,-0.04895005,0.049344126,0.07998417,-0.02153368,0.018209377,0.12061187,0.07021562,0.06955315,0.020414216,0.08312103,-0.006448855,0.09307891,-0.03287077,0.071804844,-0.0634674,0.10757258,-0.14572892,-0.10302104,0.07147566,0.08920762,-0.018585822,0.12100122,0.11302,0.0842317,-0.112061866,-0.116280355,-0.092406236,0.045368977,0.12465873,0.021285338,-0.08859739,-0.101056844,-0.08422611,-0.029159242,0.10846809,-0.08193197,0.045605548,0.11118933,0.12159897,0.045831606,-0.046660885,0.046475563,0.13980928,-0.037396103,0.03491189,-0.09223648,-0.053712152,0.039101664,-0.12854962,0.021368185,-0.08974923,0.061908584,-0.10400539,0.08529533,-0.1485871,-0.106255606,0.1075037,0.05240154,0.046426743,0.030521475,-0.073938005,-0.11673635,0.04981589,0.0320616,0.010680179,0.09549438,-0.05592113,-0.06267574,0.008646853,-0.08070774,0.07934944,-0.03638476,0.028763693,-0.09957009,0.124497175,0.04035065,-0.011458542,0.107472174,0.07563268,-0.15380599,-0.014537515,-0.08138805,-0.097444415,0.078961276,0.00975975,0.105704024,0.010290517,-0.0006014288,0.062088255,0.04065285,-0.006593802,0.032589205,0.06043611,0.115845434,0.0051754154,-0.058394425,-0.13198572,-0.038763512,-0.05741091,0.094919115,0.043103218,0.08596192,0.047746718,-0.045953844,-0.04333919,0.089915894,-0.15382506,0.054258205,0.036947016,0.10543545,-0.04940027,-0.08221365,-0.06031165,0.078202195,-0.042839896,-0.012636096,0.05698788,0.04696883,0.06812755,-0.06286677,-0.03250342,0.057619717,0.119499125,-0.025717486,0.10477579,-0.070503406,0.07238074,-0.1219079,0.08673027,-0.06996419,0.08308659,0.0611799,-0.042071357,-0.026925862,0.103597,0.08324201,0.07494768,0.013771238,-0.08463279,-0.10881464,-0.1387146,-0.07272583,0.009156561,-0.063351825,-0.0055473316,0.064317234,0.10562791,0.12866293,-0.014691026,-0.113619804,-0.044063073,-0.07253109,0.0698434,0.024270775,-0.053656153,0.10449158,0.092472926,-0.048166063,0.038696524,-0.08074522,-0.07282129,0.1148139,-0.03136382,-0.07546154
2,-0.08654649,-0.11795159,0.08984826,0.1332932,-0.06784537,0.0647873,0.04822111,-0.14087489,-0.12147209,0.03529141,-0.108613044,-0.10061607,-0.12763454,0.07163702,0.13321653,-0.0011964709,-0.024996663,-0.0728226,-0.0015654768,0.10537282,-0.03275264,-0.13751891,-0.1276757,-0.0025932246,0.053964082,0.07390589,0.022616126,0.0036068,-0.13445868,0.053617377,0.022032332,0.07918533,0.06042933,0.10525403,0.05823306,0.089600265,-0.12638797,0.09868133,-0.09410886,-0.018817088,-0.123351336,0.014100416,-0.116426215,0.03179258,-0.08047957,-0.0788246,-0.08632344,0.13977988,-0.017881041,-0.058371995,-0.057651844,-0.06989057,0.057531796,0.06907456,0.0311942,-0.085079014,0.057747714,0.054737393,-0.052246287,-0.11668725,-0.091262855,0.021784354,-0.0991875,0.005448343,-0.10219667,-0.12812455,-0.06643209,-0.11039014,-0.0009722451,0.10669485,0.0895792,-0.045710415,-0.07825821,-0.08795119,-0.010280369,-0.07491833,0.036169417,-0.00527872,-0.1133846,-0.09669433,0.09020884,-0.111917116,-0.07131392,-0.09775073,0.094525255,0.123848386,-0.06890535,0.087071,-0.030338198,-0.010893353,-0.014462731,0.116449095,0.03410729,-0.03277155,-0.049873583,-0.031230832,0.07577979,0.0052985214,-0.063174665,0.03644147,-0.06987945,-0.08480405,-0.0037864645,0.11511455,-0.0038346886,0.09008812,-0.0050374367,-0.00781562,-0.13410634,-0.05587458,0.11013152,-0.10642304,-0.109149024,0.046229124,0.08617333,-0.06659382,0.13214275,-0.0076284083,-0.07610635,-0.086287335,-0.055224564,-0.09451832,-0.13394035,-0.114879705,-0.119227305,0.071998574,0.10651358,0.0861468,0.021271534,0.0064208456,0.090805314,-0.01907201,0.032929473,0.05849454,-0.13304868,0.002843508,-0.0018349488,-0.010050338,0.10915164,0.11981489,0.028511066,0.00416106,-0.12463966,-0.049759258,0.12961715,0.084662914,-0.12799285,-0.07857954,0.018983664,-0.12485897,-0.10744834,-0.028106906,0.04563065,-0.1010685,-0.046670876,0.0653668,-0.13549322,0.10672842,0.11653639,-0.12100971,-0.1354432,-0.088529035,-0.13053608,-0.09690539,-0.068150476,0.018748317,0.06483221,0.01759625,0.067866795,0.12343047,-0.05998477,0.038427353,0.03477387,0.07950628,-0.06327942,0.087200075,0.08774692,-0.011081545,-0.017453989,0.051610883,0.09733637,0.10748088,0.09399036,0.016181206,-0.04477292,-0.08091057,0.034436285,0.026826387,-0.0837666,-0.06306985,0.101534694,0.0563348,0.120677404,0.10259055,0.043314166,-0.028065007,0.108901784,0.12824261,-0.1085957,0.041571174
3,0.008450484,0.010159238,0.05658765,-0.08825199,0.1012955,0.11222656,-0.11582565,0.04284685,-0.1086012,-0.09852985,0.08333675,-0.0012356573,-0.09768467,-0.08386454,0.013424193,-0.17805699,0.115749486,-0.12602966,-0.13907075,0.05715552,0.08304124,-0.09396388,-0.036837086,0.0007582591,-0.054047205,0.09720426,-0.0167115,-0.05980907,-0.025369149,0.15360469,-0.042582605,-0.08288218,-0.020749334,0.09428191,0.014848968,-0.0061842096,-0.131759,-0.049412735,-0.11699899,0.054046713,0.10113286,0.031946704,-0.045247223,-0.018093932,0.041325625,-0.10384209,0.055239044,0.11166948,0.07394838,-0.06377001,0.12557633,0.055463277,0.021630095,0.01817366,-0.0330564,-0.004314083,0.03571699,0.06368057,0.09796532,0.07831675,0.054684337,0.08681545,0.08162671,0.064574994,0.12540707,0.022691239,0.067445174,-0.01679008,0.028045528,0.0143571505,-0.05190343,-0.11619743,-0.08230257,0.01949525,0.039130576,0.03899078,-0.04605297,-0.042002026,0.027158806,-0.103297,0.07441256,0.14024028,-0.1093649,0.022367949,-0.08870215,-0.084572196,0.1273097,-0.04436782,-0.05374264,-0.12146381,0.036230836,-0.116430655,-0.03216738,0.038262736,-0.0190486,0.044565268,-0.05939471,0.10477819,-0.09964703,0.08555008,0.13424715,-0.0010453861,-0.02744381,-0.11322612,-0.11392191,0.09274636,0.079646625,-0.06654073,0.09129192,0.057319194,0.11880782,0.0596995,-0.011413388,-0.0052942582,-0.029489605,-0.061949797,-0.11836558,0.11894061,-0.058026314,0.037765045,-0.03462521,-0.013740674,-0.086891726,-0.022844097,-0.08658257,-0.12627427,-0.061629053,-0.021251045,0.036890265,-0.013207418,0.06374645,0.08043449,-0.044433285,0.09904501,-0.099559814,0.053098276,-0.106896155,-0.094685726,0.14284647,-0.0057479194,-0.122681625,0.06277774,0.06913389,-0.00384627,0.020905018,0.05311162,-0.090781435,-0.052427012,-0.02699548,-0.0123003535,0.03842101,-0.0022408853,-0.122485355,-0.046011332,0.020964265,-0.08178,-0.018623214,-0.057208043,-0.12104378,-0.0037558153,0.09005762,0.07120013,0.10824308,0.13653643,-0.0106494725,-0.11092037,-0.0035000155,0.0026615034,-0.096442334,0.1043908,-0.013803316,-0.13302208,-0.12740086,0.09657417,0.014995136,0.006396585,-0.026330743,0.008721021,-0.12119783,0.062408805,0.008058786,0.014949528,0.055226225,-0.07239377,-0.10054505,0.061613444,0.0062652277,-0.05798108,0.09378038,-0.034792136,-0.08231556,0.014282645,0.014161891,0.06841675,-0.114010766,-0.011267463,0.04563824,-0.10655942,-0.058819417,-0.11139086
4,-0.063861445,-0.022465035,-0.070801884,0.06574835,-0.066555776,0.04525691,0.1374543,-0.05218533,-0.048626497,-0.13600959,-0.07773748,0.052957483,-0.09712626,0.06757369,0.03721638,0.03769393,0.0025896907,-0.10813186,-0.10225688,-0.067967825,-0.1045699,-0.038933694,0.027230421,0.029199384,-0.122814864,0.028252706,0.11210652,-0.07764557,0.03746231,-0.04339046,-0.10242016,0.02922802,-0.12732838,0.054181285,0.040436137,0.09519216,0.03425706,0.0009262748,-0.11503164,-0.030997984,-0.07409079,0.118094675,0.05911885,0.020315444,-0.1093105,0.074807175,-0.07835932,-0.14558263,-0.07332562,-0.09680971,-0.10422388,0.061825514,0.079672754,0.09023896,-0.10061073,0.14468883,-0.11121856,-0.023288019,-0.12750317,0.041269284,-0.121682964,-0.0036163228,-0.13963054,-0.12165284,-0.16443536,0.0064558,0.013093514,0.010536893,-0.097424105,0.051246494,-0.07193922,-0.012255543,0.08804982,-0.11731761,0.014983274,-0.050584167,-0.08934537,-0.06312297,0.05362671,-0.062573716,-0.07669582,0.011265249,0.05376108,0.11755981,-0.063986786,0.108906075,-0.07642436,0.13542296,0.012985983,7.6568955e-05,-0.143263,-0.04382758,0.102248505,-0.09664308,-0.033405863,-0.14055657,0.067634314,-0.03736303,0.13141176,0.1186517,-0.08300241,0.117854804,0.14910118,-0.011943534,0.088706136,0.013957592,0.080820344,-0.09603109,-0.044550788,-0.09323126,-0.120765656,0.009506504,0.07618803,-0.08112926,0.05193446,-0.103807755,-0.0473526,-0.07082832,-0.073359005,0.026286691,-0.152309,0.009609419,0.08169766,0.14502472,0.040575415,0.12481924,0.0053981445,-0.04437888,0.090631865,-0.018248675,-0.065974236,-0.00050598854,0.02437751,0.017943436,-0.028293593,0.1006702,-0.13775283,0.08625467,0.082449384,-0.025684562,-0.0022127852,0.01919771,0.074082784,-0.03890665,-0.090022065,-0.105639964,-0.10166435,-0.13245381,0.11241333,0.099631585,-0.100457124,-0.098002024,-0.056236237,-0.0074271653,-0.0072723893,0.13887605,0.03342282,-0.08362681,0.049952097,-0.001978865,0.022493044,0.13848974,0.021207474,0.14020798,0.07936901,0.043211132,-0.112516314,0.03233195,0.045480724,-0.07668445,-0.043341387,-0.13044718,-0.11587326,-0.058644574,0.027682172,-0.008263429,-0.114996605,-0.054580368,0.116167165,0.113235414,-0.03351045,-0.015802233,-0.10163443,-0.053258482,-0.09364779,0.008029418,-0.031431723,0.058145013,-0.08723812,0.03974142,-0.0052304505,0.09449254,0.08893639,-0.14207791,0.023201076,-0.12617229,0.10922098,-0.12867168,0.059090216,0.039138757
5,-0.1016836,0.078390606,0.0029166762,-0.00040463466,-0.027946156,0.073944755,0.04963476,0.19774756,0.026054207,0.0246174,-0.11813449,-0.029059017,-0.05551661,-0.012785641,-0.122642204,0.053096224,-0.0071558403,-0.042864982,0.11934211,0.03165019,-0.063123316,0.021736152,0.12032733,-0.009111492,-0.11991547,-0.12317175,-0.036203314,-0.027307145,0.03161079,-0.007319126,0.010411238,-0.094985545,-0.050304662,0.11897201,-0.118459664,-0.057069182,-0.049050406,-0.049106155,-0.22691427,-0.00089734327,0.027043432,0.06267874,-0.0255461,-0.031354565,0.03037615,0.09123633,0.04745504,0.100062005,-0.14258412,0.0456968,0.063509606,-0.100617945,-0.07735496,-0.14327824,-0.07866692,0.0068244976,0.09332734,-0.07131208,-0.0027026762,-0.025346005,0.14999402,-0.060586818,0.08018956,0.11788302,0.03938547,0.10777755,0.0428548,0.04296276,0.064208806,0.09767501,-0.010479475,0.04240305,-0.054776236,-0.09691614,-0.038497854,0.061834022,0.10857624,0.032283194,-0.06556844,0.065318555,0.06666304,-0.0054698177,-0.0149796335,0.04854264,-0.092024505,0.05497876,0.10300502,0.079626895,0.044252235,-0.03699569,-0.13321485,-0.03670613,0.021165645,0.097520754,0.116995916,-0.00826672,-0.084963016,-0.08489929,0.00916277,-0.09635474,0.04572329,-0.04046409,-0.03259075,0.053404782,-0.015197568,-0.014820249,-0.03782441,0.05105922,-0.04924862,0.060966108,-0.10673728,-0.0058898,-0.070959434,0.057749797,-0.07542056,0.109637685,0.12288846,0.18039364,0.12667783,-0.073208876,-0.10431394,-0.099276595,0.12287822,0.080817394,0.12981348,0.20035903,0.037631817,0.080391586,-0.113275,-0.02303317,-0.14752084,-0.074517034,0.039142597,0.025466464,0.007884774,0.048345197,-0.0726982,0.09455104,-0.012801304,-0.1050706,-0.0059648636,-0.083385065,-0.18253422,-0.06326764,0.025297316,0.055219248,-0.0020058923,0.13978092,-0.0568426,0.007216296,-0.009037297,-0.115247525,-0.12140087,-0.09833151,0.0010033557,0.11598365,0.030748922,0.07820898,0.052325428,0.04334381,0.11857672,-0.16253829,-0.17188603,0.109523,-0.13731511,0.095752485,0.018336454,0.11688594,-0.007716175,-0.010088613,-0.07685906,0.09432005,0.04823169,-0.0774968,-0.030782778,0.13116114,-0.121645495,-0.096326075,-0.114925735,0.002244337,0.10040598,-0.10152945,-0.101058304,0.09172025,0.110007346,-0.08060672,0.07971694,-0.08666497,0.07552336,0.050861508,-0.08600234,-0.109936535,0.09839753,-0.005857504,-0.108786404,0.08899278,-0.09377289,0.10655098,0.12050766,0.076164365
6,-0.06572423,-0.09189987,0.054348428,0.11723142,-0.0780561,-0.1343419,0.07035751,0.1195045,-0.07780892,0.11665121,0.046267282,0.140032,0.11786845,-0.081308946,-0.09855875,0.080321476,0.10183006,0.07340937,-0.01942779,-0.09633791,0.029958239,-0.006840775,0.13740395,0.034981467,0.07231003,-0.08007767,0.056314457,-0.0090597365,-0.022894224,0.01809643,-0.0041995677,-0.11136019,0.14254758,0.025299037,-0.06303031,0.046764545,0.030578198,-0.06051804,0.021462407,-0.020127295,0.056082554,-0.09982998,0.1095166,-0.11907743,-0.03474182,0.014711833,-0.17399938,-0.047094796,0.15326855,0.058382843,-0.029660465,-0.026550587,-0.092481986,0.030665658,-0.11900939,0.0037863639,0.024603957,-0.010130102,0.022941781,0.035698246,0.11539233,-0.18812451,-0.15480593,0.06674254,0.11620444,0.033721063,-0.029403795,-0.059543137,0.12905847,-0.18781623,0.09406254,-0.049925003,-0.051463775,0.04553433,-0.15118764,-0.122141644,-0.05437707,0.02389797,0.010769243,0.057775043,-0.07808118,0.05418479,-0.089641675,-0.006832049,0.11323038,0.078520484,-0.08189011,0.12901326,0.08049155,-0.0367393,0.08272565,-0.09761774,-0.0783364,0.10547406,-0.11630508,0.015238984,-0.019480743,-0.06975451,0.025648205,0.077932864,-0.1370479,-0.011136687,-0.062006682,0.08509346,-0.07907002,-0.049425013,-0.026149634,0.04778261,0.06713679,-0.0060585886,0.023090389,0.06613868,0.01844583,0.0025763228,-0.010843482,0.11016606,0.030236788,-0.05664432,-0.06677361,0.11264308,0.10959895,-0.06309647,-0.047971904,0.08665644,-0.034663484,-0.13534264,0.020299686,-0.10564071,0.011323446,0.014876812,-0.10353711,-0.010866266,0.13515595,0.024115687,0.031775255,-0.09544683,-0.040673267,-0.01714638,-0.094015025,0.04963935,0.12198374,0.013468646,0.060078785,-0.028100848,-0.06680395,0.053296134,0.049842127,0.07906583,-0.10703478,0.0025252695,-0.034587275,-0.018418392,0.048555948,-0.076767966,-0.059757378,0.07106584,0.045633674,-0.14863938,-0.12959692,0.08997982,0.03389759,0.041356932,-0.0019194175,-0.04067756,-0.068158805,0.087876484,0.08235698,-0.08793994,0.08777417,0.003096264,-0.024810463,0.020384403,0.010349982,0.022356452,0.08597038,0.028453287,0.00520892,-0.018198075,0.088085346,0.04481819,0.069039635,-0.1384962,0.045271784,-0.14545858,-0.09149033,-0.09262469,-0.017618347,-0.100451075,-0.069265366,-0.004422106,0.030401913,0.097617455,0.099127784,-0.02379384,0.05578093,-0.08242138,-0.13869426,-0.082893156,0.11583645,-0.11013515
7,-0.16726919,-0.07909878,-0.08511415,-0.068536215,0.10974023,-0.022435153,0.09827754,-0.061110873,-0.0387143,0.009735039,0.06433885,0.053878322,-0.020695616,0.10584482,0.025829362,-0.036988974,0.10882077,0.07189345,0.035611417,-0.026103018,0.0023238095,-0.1315733,-0.118917115,-0.014846453,0.07716924,-0.033017278,-0.13648267,-0.06960018,0.0035790377,-0.10458816,0.07787225,-0.035699394,0.051007595,0.08849583,-0.014551603,-0.04073189,0.12371814,0.067104384,0.027365621,-0.09084407,0.043059547,0.04947804,-0.070595406,-0.06888899,0.055547327,-0.058021672,-0.093045406,-0.089083515,-0.11545808,-0.0368223,0.0922468,0.11909109,0.02068084,0.06747884,-0.10538988,-0.041632004,-0.0738159,-0.1163908,0.08831508,-0.059797272,0.0025310768,-0.038725905,0.01650067,0.008187801,0.09611191,-0.0443986,0.00033219627,-0.055153657,0.01111613,-0.11951709,-0.066382945,0.10984847,-0.06233605,-0.1163468,-0.0041990937,-0.052394215,-0.107247226,0.1290532,-0.00396412,-0.106928386,0.09784086,0.02907422,0.109187685,0.087583005,0.036537074,-0.027219024,0.07503964,-0.028909914,-0.022611741,-0.038208548,0.07742809,-0.025095554,0.08768865,0.070628285,0.014000947,0.05419581,0.03623551,0.068645895,0.10768743,0.100529894,0.026200503,0.09754098,-0.09051189,-0.053603213,-0.07746599,0.079300016,-0.074613474,0.096326105,-0.0051054587,-0.0748776,-0.116058156,-0.18247479,-0.10653916,0.09604768,-0.11814864,-0.06301261,-0.09612208,0.11662983,0.1062983,-0.09995822,-0.08173616,0.08934791,0.08413447,-0.004295355,-0.07815516,-0.08814073,0.014615913,-0.09978227,-0.041316856,0.060800985,-0.01759401,-0.11833801,0.061319068,-0.053320453,0.09097941,0.0727029,-0.10101109,-0.047536284,-0.12623356,-0.02143307,-0.11242905,-0.0236124,3.2987766e-05,0.06904342,0.013322022,0.07720411,0.033339705,0.010423381,0.1321347,-0.1403878,-0.14570042,-0.08731702,0.008626309,0.07901111,0.026694793,-0.11952667,-0.1287062,0.03847083,0.042000853,0.033049427,0.12470927,0.14686318,-0.13649225,-0.1151022,0.10308602,-0.050178126,0.07435807,-0.019178208,-0.09161303,-0.02549389,-0.09526054,0.045408353,0.038097102,-0.039619476,0.10776905,0.0017814931,0.07225456,0.052542284,0.01759561,0.006254859,-0.032245457,0.008331442,-0.017613066,0.09983555,-0.107073896,-0.046484824,0.110105395,0.14105622,0.069959864,0.07838198,-0.105133936,0.13227202,-0.078419514,0.059756327,0.12216058,-0.062449373,-0.004126273,0.11057921,-0.11357497,-0.10191152
8,-0.16331364,-0.044397846,-0.00076696044,-0.019762503,-0.025531266,0.048200194,0.02362977,-0.1338241,-0.10816815,-0.10744699,0.021439498,-0.062200166,0.009258285,0.030106729,0.021523504,-0.051215593,-0.07299931,-0.09947623,0.050845746,0.040200185,0.009579793,-0.11100365,0.100006565,0.088070855,-0.0030951968,-0.00033581784,0.06996043,0.041861735,-0.052863494,-0.053873338,0.06168284,0.12620312,-0.08785968,-0.048350073,0.094640896,-0.12157368,0.06015932,0.11900885,-0.14224115,-0.03269647,-0.05633709,-0.12162423,-0.07510305,0.09486024,0.11130405,0.06755002,-0.126406,-0.13324784,-0.08818661,-0.005854024,-0.070406795,-0.025681062,-0.057031136,0.04292153,0.056369342,0.10145817,0.08623051,-0.08108052,0.041692935,-0.07164828,-0.017428882,0.059216663,-0.09498688,0.07302764,-0.13331679,-0.05370083,-0.042004045,0.07384153,0.08417195,-0.009139115,-0.037723582,0.044348154,0.08982927,-0.032606415,0.016923118,0.072199024,0.04579601,0.08064854,0.08133076,-0.092880934,0.096546516,-0.099425524,-0.15061177,0.13862476,0.04959322,-0.10880157,0.044465806,-0.0034697019,-0.007821614,-0.11898175,0.083842374,-0.10486838,0.10639779,-0.034486257,-0.050418254,0.1174783,0.0972422,0.10489506,-0.024408989,0.09115133,0.056512866,-0.09152093,0.0035299934,-0.060984172,0.118641265,-0.11792466,0.06610448,0.045070622,0.10896746,-0.08735775,0.12007395,-0.1519189,0.100228086,-0.019700456,0.07340726,0.03324994,0.00050890836,0.08899823,0.010858284,-0.08112061,0.08958282,0.09487659,0.07723899,-0.08862919,0.007722576,-0.06791005,0.042774558,-0.00654227,-0.08755909,0.0013169677,0.028468868,0.02074421,-0.06408914,0.10114384,-0.031095691,-0.0072198026,0.051372178,0.046436984,0.01011493,-0.120199054,0.0044686534,0.03777996,0.07145822,-0.08911878,-0.0824698,0.0507086,-0.03071498,-0.010444869,-0.015981384,0.1204833,-0.011782449,0.0010675495,-0.1424177,0.07907056,-0.091666654,0.111009635,0.13248533,0.048103243,-0.018386766,-0.070292264,-0.08038404,-0.09318435,0.106252275,-0.022015085,0.09121282,0.088128075,-0.14187492,-0.13477482,0.002335998,0.034263443,0.10000337,0.006422884,0.04846311,-0.011337152,-0.015057327,0.064341515,0.028005442,-0.114886366,0.031173296,0.04778317,0.080837786,-0.043283295,0.055931482,-0.11649398,0.1284477,-0.0822943,-0.11257767,-0.12574665,-0.12098335,0.01853246,0.06576817,-0.08622494,0.10440998,-0.058774997,0.046756715,-0.071127236,-0.109760955,0.05294184,-0.11695866,0.034696646
9,-0.1238805,0.06687444,-0.04719982,0.08652753,0.01918707,0.10194036,-0.120399274,0.06445311,-0.030088644,0.06197266,-0.11465762,-0.020515898,-0.07121113,-0.098522395,0.044084266,0.11162474,0.11301157,-0.08867905,0.055741478,0.06316529,-0.050074276,0.004703153,0.03500332,0.13410157,0.11535787,-0.06824126,0.12159104,-0.08758632,-0.042857476,-0.11433662,-0.05181278,-0.05140023,-0.050374728,0.08591627,-0.00023665908,0.10359894,0.1050717,0.033368204,-0.059496466,0.105121836,0.08041191,-0.11061846,0.13728772,0.0746072,-0.040052045,-0.115014896,-0.06911924,0.090425625,-0.08194632,-0.1457898,0.048589252,0.0053215213,0.082767755,0.001905915,-0.03129358,-0.05164613,0.13107923,0.031523667,0.06644758,2.4432571e-05,0.010359633,-0.12444865,0.018869646,-0.115683906,-0.015012116,0.07647323,0.1278898,-0.07599789,0.12324024,-0.13194779,0.039212584,-0.085765705,-0.035804022,0.10155959,0.12802486,-0.08721592,-0.055458628,-0.010842651,0.010589243,0.12529941,-0.07761862,0.048834708,-0.044646677,0.030692084,-0.06550575,0.065656416,-0.056091793,-0.110008605,0.13134992,-0.08848868,0.059660666,0.12278847,0.08418739,-0.10763729,-0.1003096,-0.06572297,0.11010542,-0.09370232,-0.12834623,-0.13104337,0.0009589283,0.071650274,0.10049176,0.066708155,0.048145432,-0.058277085,0.10287932,-0.03964837,0.12652853,-0.009616029,0.08846279,0.108092986,-0.0832163,-0.13260466,0.11779311,-0.007907686,-0.11277702,-0.09999719,0.06878169,-0.03415337,-0.027253257,0.025997436,-0.021472348,0.13165984,0.058346935,-0.058359426,0.085331045,0.028665403,-0.10971836,0.051639017,0.01884557,0.09845806,0.07328868,0.070401326,0.090525135,0.025584908,0.10044505,-0.017924922,-0.03745133,-0.05503287,0.1269861,0.09904097,-0.027419547,-0.05831295,0.05713878,-0.03401982,0.095564686,0.06455486,0.11487235,0.0061499695,-0.07447312,0.014098848,-0.020299058,0.07332152,0.021769999,-0.009835439,-0.06923523,-0.06743747,0.028839042,-0.03321979,0.12159746,-0.09654092,-0.049919274,0.025190135,0.06335427,-0.046041865,-0.054772988,-0.13686068,0.022283116,0.119323835,0.090288796,-0.024802556,0.13314448,0.04464523,-0.015203644,-0.10444248,0.07862433,0.03640904,-0.07607457,0.11019036,-0.1255937,-0.024666058,-0.06713723,-0.069066405,0.09100033,-0.024685359,-0.0059209648,0.07643358,-0.07307694,-0.018354498,0.019517489,-0.00028125252,0.02960517,0.10710797,0.08423577,-0.024969008,-0.11258007,0.04329941,0.062356167,0.10453308
