,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149
0,-0.12679711,0.022268306,0.03133711,0.12250435,-0.08134262,-0.04204372,0.055243373,-0.018919446,0.047619265,-0.024972545,0.053391684,0.01252103,0.102672935,-0.12832077,-0.07637743,-0.030983537,0.12517466,-0.03487038,0.1179383,0.08800659,-0.13523448,-0.110688984,-0.01225916,-0.119592875,-0.009560545,0.14553083,0.07179197,-0.044948354,-0.0009742763,-0.013500916,-0.12399152,-0.09704331,0.04189201,0.07122377,0.09816896,-0.070696376,0.07179193,0.093052246,-0.013345827,0.025766278,0.1120799,0.06327592,0.08444546,0.004304421,0.11098991,0.002552073,-0.08870205,0.08434401,-0.1041154,-0.026510788,0.045644656,-0.04035592,-0.013884936,-0.058581337,0.105768494,-0.051158864,0.1333733,-0.009184079,0.054090824,-0.024799932,0.13744593,-0.104968816,-0.09024987,-0.1004269,-0.004620025,-0.05801596,-0.06140279,0.041133422,0.12587164,-0.122225516,0.08545863,0.1043034,-0.06021897,0.11459014,-0.09924057,0.12792343,-0.027037146,0.107940376,0.048178688,0.11153859,-0.06512989,-0.016359473,0.10159614,-0.030753477,0.022287931,0.06780349,0.0313503,-0.08508694,-0.11476749,0.095945396,0.028835353,-0.02025779,-0.028498096,0.047636136,-0.028478136,-0.109856255,-0.09928988,-0.02658241,0.069625005,-0.028880056,0.13103215,0.025895856,0.082617484,-0.10631197,-0.04310488,0.027640563,0.1042415,0.09158444,-0.089597225,0.0325744,0.09076592,0.06591398,-0.10575547,-0.098464325,0.050246492,0.09835107,0.062526,0.024589248,-0.110452816,0.061412185,0.08155493,-0.07801805,-0.07017458,-0.02844377,0.097464524,-0.0010577469,0.06410853,0.06407896,-0.06280643,-0.09476264,-0.06865573,0.1380047,0.015156706,-0.11220336,-0.097580776,-0.104832344,-0.037922587,-0.1199891,-0.11278068,-0.05090246,-0.07748767,-0.12305786,0.066023484,0.033878602,-0.0042934995,0.12972887,-0.12485489,-0.028669152,-0.1268915,-0.052021578
1,0.07038898,-0.036402818,-0.010675867,0.010147224,0.09254786,0.01702522,-0.022860501,0.18391113,0.10959558,-0.027320715,-0.096098,0.0030020056,-0.11053571,0.08210719,-0.087028526,-0.0038600732,0.06444621,-0.02919929,-0.0052903113,0.086633585,-0.13515732,0.07126362,0.053575076,0.0084895175,-0.0647068,-0.063308656,0.0010758317,-0.009502639,-0.04578335,0.089766525,0.07032601,0.020805217,0.07357275,0.05278711,-0.106182136,0.07648971,0.05806621,-0.06246095,-0.03751609,-0.11714871,0.01927234,0.08292115,-0.032855548,-0.012973152,-0.03967733,-0.08988885,0.038290493,0.007241926,-0.09580666,0.12310822,0.06113056,-0.07267178,-0.12121038,0.0844428,0.08177504,0.032741934,0.037044868,-0.07304453,0.122564666,-0.05156688,-0.09904539,0.08020757,0.0486894,-0.0110037625,-0.09641095,0.08545848,0.015591531,-0.037614234,-0.0066792015,0.030701831,-0.07202449,-0.008196053,-0.100602016,-0.006442778,0.024227882,0.01769163,0.023381524,-0.0013896895,-0.07849057,-0.0346443,-0.061345614,0.0669841,0.11914113,0.07466075,0.07625419,-0.058069706,0.078811854,-0.017633814,-0.018806836,0.030956758,-0.0144511545,-0.10578483,0.020455,-0.13253072,0.028462775,-0.03798606,0.07129374,0.100452974,0.1303858,-0.022325065,-0.08502379,-0.08905018,0.041860446,0.09170438,0.06195439,0.05360761,-0.0569087,-0.027727012,-0.06807824,-0.094160475,0.012897443,0.10767097,0.007341343,-0.10343725,-0.04319626,0.033465978,-0.049706228,0.073085055,-0.03687571,-0.036472157,0.0954477,0.12775743,-0.0035434477,0.070358366,0.037973396,-0.108508095,0.015086595,-0.11132176,-0.11239438,0.061355945,-0.05108822,0.06503267,-0.06585534,0.101866364,0.106965475,-0.061852936,-0.06718285,0.11022468,0.11427228,-0.10443483,0.04750686,-0.070122786,-0.075866,0.046734102,-0.0024265002,-0.09380508,0.08097014,-0.04620862,0.10894954,0.01299979
2,-0.10884608,-0.039444935,-0.027436417,-0.09246792,-0.006780719,-0.04205982,-0.03439219,0.102914736,-0.051492777,-0.09224084,-0.008468732,-0.024993557,-0.015916802,-0.13602269,0.11584711,-0.09140812,-0.086006865,0.06363197,0.04182434,-0.039565537,-0.12588842,0.028463412,-0.107827105,-0.06360635,-0.09338134,0.01785561,0.11531681,-0.1090659,0.07971341,-0.078362785,0.004602739,-0.027491312,0.07818036,-0.054188386,-0.034747384,0.06337982,-0.01142101,0.09590854,0.013385496,-0.06188692,-0.0006198616,-0.07768113,-0.13162754,0.1276919,-0.11852711,0.032785993,-0.13655148,-0.09431297,-0.10265087,-0.04711591,0.11945687,0.11087273,0.07396782,-0.116064236,0.014201221,-0.07259819,-0.030549739,0.07370179,-0.07253084,0.06286729,-0.1063908,-0.076585256,0.11504585,0.06667184,0.017410096,0.013140322,0.071238644,-0.12760253,-0.0836058,0.018422572,0.08233291,0.00051284983,-0.061538342,0.07165162,-0.08452453,0.105785795,0.080491446,0.07650206,0.11156804,0.12504181,0.07204727,-0.04093157,0.058653288,0.11975455,0.060803194,0.091529034,-0.07857444,-0.033356134,0.07266323,-0.08590519,0.11597235,-0.08446087,-0.063171186,0.04148515,-0.13471349,-0.044124763,0.025758956,-0.10919164,0.115990795,-0.0644746,0.08931514,-0.089438066,0.12766315,0.123620875,-0.00857367,-0.07431783,0.0051265336,-0.091742985,-0.051557567,0.10414572,-0.04585217,-0.11824895,-0.097756624,0.10990457,0.010878739,0.012911242,-0.0599804,-0.05762494,0.030003002,0.03223885,0.036793333,0.11840815,0.081489876,-0.07100036,0.02932876,0.10907397,-0.12418159,0.027541118,-0.14547597,-0.0045701317,0.11060451,-0.048640653,-0.03096478,0.054157145,-0.02553712,-0.01998749,0.07698038,-0.020204667,-0.06344471,0.07724514,-0.12096269,-0.037000015,-0.023927536,0.09110968,0.12195101,0.09134968,0.03501675,-0.028824475,-0.021503191,-0.061476614
3,0.10005908,-0.0006991422,-0.06899627,-0.0042808442,0.057514887,0.015959809,-0.13778308,-0.07790388,-0.122874856,-0.07766651,0.04130739,-0.0044448553,0.023253078,-0.018333808,0.008750967,-0.016328884,0.052832957,0.02098131,0.068796605,0.009789326,0.0867634,-0.0756887,-0.03186284,-0.03459491,-0.09237613,0.08462581,-0.028817238,-0.023403982,-0.103959434,0.03570465,0.09339398,0.066523865,-0.101326436,-0.060609464,0.07025994,-0.021194926,-0.12272446,0.052601308,-0.007611558,-0.13109188,0.021885276,-0.06874369,0.07008996,0.082335345,-0.042243365,-0.11347062,0.10514157,-0.013015855,0.068084195,-0.09381595,-0.06886419,0.12450143,-0.010688681,-0.08812809,0.07182357,0.060606603,0.005940227,-0.1132185,-0.12762478,-0.07154084,-0.047578264,-0.09828188,-0.12881607,-0.119851686,0.060857408,0.09991202,-0.12077876,-0.08273795,0.080105215,0.09014501,0.1272991,0.11740434,0.04668581,-0.028176833,-0.09758769,0.0067954576,0.08185517,-0.044029284,-0.032315414,0.123772755,0.0050139483,-0.05996981,-0.04937958,-0.03228747,-0.037336353,0.075736344,-0.07853707,0.12131399,-0.11317614,-0.009920963,-0.029457673,-0.117238,-0.062381744,-0.13628273,0.11637152,0.090318486,-0.0503135,-0.0037865858,0.0660961,-0.06946041,-0.100844756,-0.067474216,-0.07310985,-0.0827766,0.056852277,-0.123652495,-0.10848239,0.031140413,-0.037077796,0.066836804,-0.038801093,-0.024130072,0.07244244,-0.099927865,-0.07157647,0.10789973,0.081354156,0.08178793,0.04451527,-0.1126108,0.035594076,0.05473377,-0.10758088,-0.10936249,-0.10055818,0.02860708,-0.06084603,0.026314149,-0.03868331,0.04497286,-0.10035347,-0.11649942,0.0029403958,0.04922719,-0.06529928,-0.07704401,0.0024433527,0.05708057,0.05419327,-0.056131303,-0.0046205656,0.0010341431,-0.0041272924,0.028563889,-0.07048485,0.053943098,-0.09633779,0.081681915,-0.073782556,0.061745934
4,-0.106620975,0.042664878,0.11369479,0.02931422,0.052606773,0.06441647,0.10766925,-0.05668699,0.01816546,-0.0685364,0.119128026,0.013408051,0.05244593,0.12833798,0.08663267,0.06398407,0.004228272,-0.038534813,0.05261713,0.121759236,-0.07847954,0.042401407,0.04400862,0.060458075,0.005799173,0.01720668,0.0712183,0.029158542,0.007905278,-0.1028803,0.022231402,-0.02759567,0.09155109,0.1386957,-0.08613108,-0.033226423,-0.05381169,0.049304273,0.11760591,-0.068430856,-0.037069004,0.005827277,-0.05465616,-0.08507159,0.032014705,0.013935683,-0.10089936,0.12431285,-0.0072064064,0.07818787,-0.10063186,-0.057279445,0.10987146,-0.12066865,0.07841413,-0.10329215,-0.09390902,0.10706375,-0.0104854,0.09577291,-0.020455983,-0.022657756,-0.06456796,-0.079033,-0.12194314,0.1307935,-0.023371276,0.047827233,-0.07715082,0.1157786,0.05618533,0.0063644797,-0.08224166,0.014363925,0.058126997,0.08169752,0.13704714,0.04539744,-0.037974223,-0.1131348,0.030430682,-0.09134237,-0.08145374,0.0590547,-0.06086775,0.13355228,0.055152427,0.04190261,0.057427622,0.12501049,0.06694279,0.06408839,-0.010559189,0.04979826,0.1029697,0.11157498,0.101677746,0.09521111,-0.05649943,0.05062993,-0.048577078,0.055889886,0.07396914,-0.036440697,0.01673196,-0.04839086,0.11700102,-0.025997873,-0.05583853,-0.08144745,-0.018642193,-0.06937764,0.09317526,-0.10066193,0.10396157,-0.06801487,0.009679322,0.082003064,-0.029533222,-0.12724146,-0.12632507,0.077264376,-0.041003484,0.12323887,0.099203154,0.05369446,0.07475887,-0.11475175,-0.0027188067,-0.02017891,-0.05361636,0.06767781,0.042867456,-0.0693583,0.025773158,0.06177282,-0.08330244,-0.10859198,-0.12609673,0.051935688,0.018674327,0.012890297,0.09261267,-0.0012888833,0.112778455,-0.07099878,0.105409205,-0.09038135,0.046332374,-0.050053988
5,0.006137747,0.061325774,-0.053206567,0.005405804,0.04488211,-0.109745875,-0.1078482,0.122958995,-0.11900158,-0.03623204,0.061016615,-0.079540305,-0.09136196,-0.11176456,-0.099953994,-0.025319763,0.048176322,-0.09417515,0.047997706,0.11963176,-0.06681833,0.018863795,-0.12069177,-0.022619102,0.022158146,-0.065210976,-0.0489505,-0.0064508338,0.10610918,-0.07317695,0.06057239,0.033129904,-0.051725604,0.06119111,-0.008085518,-0.08388446,-0.08619602,-0.1095853,0.06586438,-0.062289108,0.10177742,0.114581816,-0.094231054,-0.115555085,-0.08222266,0.07482495,0.05038725,-0.049228676,0.008368504,0.10422441,-0.08545942,0.06786218,0.04249535,-0.051678237,-0.07730476,-0.013473102,-0.027935285,0.006409258,0.09937781,0.02727756,-0.05721949,0.062825024,-0.08757866,0.027744431,0.05724545,-0.05904683,0.0074116187,0.073156245,-0.08896085,0.011111176,0.0041134614,0.10429531,-0.15349898,-0.048988525,0.100002475,0.077511765,0.120391965,0.11517113,-0.004354772,-0.04377814,-0.07190064,-0.10214132,-0.16872242,0.05241772,0.1166694,0.08630908,-0.010883127,0.0649056,0.027161906,0.024278061,-0.028796887,0.03374712,-0.03293225,-0.10150158,0.045812625,0.11532177,0.100870855,0.026092974,0.09492414,-0.07827326,0.05086885,-0.01248023,-0.008027835,-0.036716416,0.015715724,0.02726613,0.08543818,-0.10386497,-0.14107782,-0.021416107,-0.010932384,-0.03556952,0.014138414,0.07542786,-0.06460396,0.029243458,0.03896371,-0.07322236,-0.023422083,-0.07653073,-0.118939884,0.018427812,-0.062320407,-0.01914695,-0.07750208,-0.064749844,-0.14579901,0.03787177,-0.13669814,-0.019565482,0.035704393,-0.06895176,-0.10552702,0.06709886,0.061236802,-0.013758865,-0.04558284,-0.104227066,0.018581927,-0.032152403,0.027680052,0.07739334,0.005346882,0.059387192,0.01616977,0.04667039,0.028426504,-0.13614577,-0.093811065,0.07289963
6,-0.10508856,0.07251983,-0.010571588,0.043312956,-0.02380334,0.009490649,0.11076801,-0.14033644,0.032101322,0.020008657,-0.027385643,-0.06635785,0.05811328,-0.10619291,-0.045218248,0.043142587,-0.07471319,0.08535026,-0.012586059,0.07981902,-0.0048611285,-0.0024565929,0.04958994,0.036204673,0.07523275,-0.114382274,-0.05776341,0.047405563,-0.118537545,0.07811273,-0.010619062,0.0077389935,-0.07349087,-0.03728407,-0.041664448,-0.043386653,-0.01433453,0.11698109,-0.061432734,-0.01745207,0.033536326,-0.084900275,0.018490141,-0.10112883,0.095079534,-0.10222137,-0.13668194,-0.16701339,0.06609752,0.055565212,-0.03002697,-0.016761316,0.044026818,-0.088944845,-0.0057406207,-0.061563566,-0.09388823,-0.05304737,0.078195475,-0.09901597,0.07879453,0.02844764,0.001674722,-0.07531804,0.050879724,-0.020030545,-0.09099379,0.031167487,0.04627282,0.058143083,0.105857275,-0.08540891,0.010935367,0.03511274,-0.06861241,-0.116175234,-0.09384212,0.062652044,0.07539843,0.04208212,-0.04768773,-0.09875107,-0.1564689,0.085862905,-0.10938852,-0.0056564114,-0.08475012,0.08218304,-0.09959921,0.020216815,0.103250876,0.025370974,0.09796624,-0.039417863,0.07574328,-0.08924384,0.033531893,-0.056548297,-0.09016413,-0.058584698,0.039578978,-0.08390771,-0.04650717,0.08661965,-0.08189706,0.04367369,0.06058126,-0.03639609,0.07307663,0.12271427,-0.11198067,-0.10506317,-0.03211029,-0.083403625,0.03944615,0.1279026,-0.09931904,-0.024434133,-0.06263294,-0.047135357,0.10851717,0.043142553,0.08536139,0.10106328,-0.052272536,-0.041990586,0.118266664,0.106663175,0.07457889,-0.08409044,-0.023165492,0.091691785,0.034207333,0.1090537,0.06786718,-0.111654714,0.069722064,-0.0010445293,-0.10610964,-0.102966495,0.04460263,-0.14320403,-0.083084315,-0.014916836,0.01602438,-0.00831422,0.04942285,0.0115062,0.0039275032,0.12192538
7,-0.07792526,0.10905973,0.036405887,-0.10257785,0.109519966,0.014044077,0.1395809,0.044866085,0.10724056,-0.08054274,0.014719827,0.097206265,0.087709144,-0.033399936,0.094069004,0.08406279,0.083050266,0.008919291,0.12520048,-0.12889788,0.08906779,0.0032787563,-0.068224944,0.049593665,-0.05938012,0.016413605,0.041858,0.07532229,-0.09155851,-0.08440907,0.035683524,0.06239346,-0.07396622,0.007506447,0.018195854,-0.032974675,0.11816724,0.0061829574,-0.06552349,-0.08849178,0.036352165,0.10340177,-0.066505216,-0.03469665,-0.11771279,-0.0009271741,0.14660828,-0.12384365,0.059323456,-0.09039703,0.109795086,0.020979282,0.0980062,0.026554108,0.09067287,0.032333754,-0.08722145,-0.021790601,-0.043541007,0.04654137,0.0328736,-0.032245338,0.010635503,-0.12592432,0.08628609,0.10071943,0.11740979,-0.068390064,0.072487615,0.031829853,-0.038494278,0.108496696,-0.102061816,0.05436675,0.007179041,-0.10869404,0.1201656,0.1219761,0.011434869,-0.031760257,-0.1066707,0.041061312,-0.072656155,-0.118869066,0.11941262,0.053935684,0.011851803,0.13837664,-0.107443154,0.027272983,-0.04137032,-0.11774338,-0.03160799,-0.124988385,0.060221735,0.03659007,-0.018505413,0.0553645,-0.09099383,0.0739733,0.04656413,-0.07468395,-0.13029453,-0.098203555,0.034025483,0.022150854,0.04526338,0.047614776,-0.09945992,0.098642915,0.108496584,0.062123343,0.02228986,-0.08512019,-0.11378994,0.043336373,-0.10002364,0.10009152,-0.1185707,-0.09854583,0.082719,-0.09450765,0.123987295,0.11596803,0.09598718,-0.019299686,0.032965373,0.086907625,0.09413497,0.0935879,0.0120474165,0.1081064,-0.0950959,0.07178434,-0.027196158,-0.07264123,-0.014683013,0.0029502003,-0.041152705,0.030851174,-0.043869063,-0.104239024,-0.002071171,0.012583183,0.090954885,0.09780651,0.10892188,-0.039793484,-0.03732038,0.13389859
8,-0.07785767,0.06269144,-0.090569794,-0.045811027,-0.08204531,-0.007744458,-0.0009256844,-0.054995447,0.06830069,-0.089897536,-0.038615342,-0.059504516,-0.09867254,-0.034162123,-0.03832441,-0.09299306,-0.011809074,-0.043402307,0.015025601,0.039982688,0.0049676592,0.006798952,-0.09517149,-0.076222524,-0.082358554,-0.045879375,-0.10903076,0.08402794,-0.0917057,0.016403813,-0.007841592,0.124565534,-0.005029601,-0.054558568,0.07461239,-0.09409852,0.11124907,-0.007288477,-0.07305139,0.11391793,-0.100798965,0.025176533,0.063499846,0.1178351,-0.07239634,0.10317438,0.13364501,-0.08615301,-0.0036843799,0.06356879,-0.0739954,0.10734031,0.025378471,0.084540814,0.12794542,-0.052774344,0.08821698,-0.07466905,-0.044945076,0.12056114,-0.068257995,-0.04207396,-0.035821244,-0.054102823,-0.12245762,-0.05949906,0.13662703,0.13643116,0.006475166,-0.033932485,0.12319277,0.101374686,0.07476428,-0.054495957,0.082342595,-0.024189966,-0.004622978,-0.06769861,-0.009767185,-0.10190112,-0.026830425,0.001968107,0.08606711,-0.074278,-0.074318446,0.09921184,0.0014390672,-0.059038505,-0.013236817,-0.058969274,0.07390017,0.09417583,0.13821223,0.06879018,-0.06412273,-0.054764997,0.083550744,0.030591521,-0.111303546,0.035967946,-0.031372033,0.0013567498,-0.109992936,-0.09416353,0.00067863474,-0.05056228,0.11626416,0.019571923,-0.022569465,-0.06406019,-0.108548716,0.064876154,0.05756062,-0.0064858315,-0.09941881,-0.1180617,0.0812437,-0.096921444,-0.04550349,-0.0858585,-0.10011162,-0.08826851,-0.033161532,0.03577395,0.014598941,-0.048017506,0.063068405,0.12982856,0.09494452,-0.036792114,-0.12824832,0.09116804,-0.066914804,0.06152015,-0.12529838,-0.08598737,0.014606341,-0.004738565,0.06294158,0.12200195,0.0693562,0.11759087,0.059510514,0.11215302,0.06457764,-0.105833985,-0.046822306,0.010844302,-0.07161051,-0.09357854
9,-0.084593676,-0.082072295,-0.10860664,-0.11020039,0.015866233,0.046841547,0.10746401,-0.05166647,-0.025625627,0.110792756,-0.08445876,0.0734558,0.013396719,-0.09395303,0.057710398,0.062516764,0.08997947,0.013280245,0.07184833,0.084200725,-0.1065333,-0.053148195,0.11900211,0.06312887,-0.06324045,-0.1245831,0.009636082,0.10094112,0.123368196,-0.1044528,0.03142288,0.08024333,-0.11780914,0.06878775,-0.04291659,-0.005046909,0.05076915,0.09865812,-0.057517517,-0.14198957,-0.034266405,-0.03300152,-0.08039674,-0.06964203,0.12698919,0.09071671,0.065202564,-0.060041163,0.05433209,-0.056734797,0.017111005,-0.12839003,-0.005108587,0.061538767,0.007596688,-0.07538486,-0.06910315,0.062502176,-0.04662464,0.025694333,-0.11276024,0.021177283,0.06450477,0.02706996,-0.07479438,-0.07134933,0.061342977,-0.028342456,-0.010772316,0.07112108,0.02242677,0.0805098,-0.019732008,-0.0996707,-0.09117368,0.024132105,-0.050111677,-0.0032486818,-0.07790719,0.050448034,0.11499025,0.0035945803,0.0442324,-0.10036351,0.094376594,0.104550846,0.095134534,0.047976136,0.06649632,-0.116794735,-0.07266873,-0.11272845,-0.066698164,-0.041236103,-0.034113865,-0.1356572,-0.043818824,-0.09284939,0.08569026,-0.044147428,-0.11099248,-0.07366216,0.024130655,-0.12400335,0.017774327,0.05463698,0.04695518,-0.08536957,0.0858427,0.124811836,0.04223157,0.02258247,0.11953471,-0.104535885,0.014282705,-0.07237866,-0.04178118,-0.047331646,-0.11631822,-0.010746835,0.018013641,0.073824376,-0.08351807,0.025032911,0.11388158,-0.06270858,0.09706289,-0.01639864,0.04622904,0.04518918,-0.018156698,0.119281836,0.011286741,-0.0475373,-0.051220234,0.010448619,0.05582638,-0.04180969,0.07379694,-0.11255674,-0.112057485,0.021178069,0.038230725,0.07799358,0.039110713,-0.14987993,0.06705322,0.06632421,-0.10364857,-0.069098376
