,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
0,-0.021723488,0.06234868,0.0938338,0.023945149,-0.08916004,0.054269794,-0.09201962,0.09157446,0.08149234,-0.015677422,-0.03906636,-0.14800143,-0.053886853,0.13507642,-0.05481776,0.04360332,0.009904462,-0.09401066,0.11333166,0.004930962,0.028835263,-0.13213992,0.05457288,-0.055787176,0.12024166,0.023698708,0.10865524,-0.06738683,-0.09706674,0.13670246,0.14716437,0.019196497,0.073923215,-0.0010721792,-0.114911705,-0.14382416,0.07911779,-0.033911586,-0.018603442,0.111625284,-0.05317324,-0.03655099,-0.09250247,-0.026789786,-0.09509764,-0.06974661,0.111172974,0.120440215,0.051563483,0.083245486,-0.14660548,-0.17323507,-0.056668196,-0.06468507,-0.09962315,-0.051824722,-0.09623458,-0.15815866,-0.097423285,-0.030469785,0.13114052,-0.09641217,-0.14538236,-0.098274246,-0.0061197584,-0.08325308,0.03294192,-0.0452485,0.073119596,0.042569842,0.05904294,0.08649474,-0.12838146,0.006083532,-0.18860568,0.035475194,-0.07126559,-0.053742357,-0.07432097,-0.10605697,-0.13799423,-0.11722667,0.08921099,0.054002892,0.027994554,-0.078409635,0.04642017,0.10774091,-0.041648954,0.10757807,-0.007228123,0.0077278134,-0.11727094,0.032500464,-0.08938435,0.1021899,0.034511656,-0.06495168,0.011611396,-0.104614526
1,0.061776016,-0.0757552,-0.09271038,-0.00702558,-0.117726825,-0.02338902,0.09585461,-0.05361204,-0.13340124,-0.17647788,0.019534996,0.053472392,0.0523193,-0.025963197,-0.11569236,-0.08244001,-0.099506915,-0.0010933209,0.057332713,0.13319802,-0.15136962,-0.14633073,-0.13213085,0.049161874,0.12593424,0.07602194,0.014275143,0.009948225,-0.098516054,0.07857823,0.05766292,-0.14404888,-0.019806717,0.103728615,0.08648533,-0.06898726,-0.032428823,0.11390336,-0.09685161,0.12659721,-0.076570794,-0.00041455007,-0.1057858,-0.09752267,-0.05781878,-0.15320836,-0.018798787,0.14444529,-0.122827366,0.01483736,-0.098869994,-0.07654255,-0.06824947,-0.0596583,-0.098667674,0.05462252,-0.0258218,-0.016036162,-0.11681998,-0.108598925,0.13100389,-0.080224454,0.13654923,0.02653117,-0.12751383,-0.12525007,-0.06533129,0.042998254,-0.009903827,-0.12761292,0.12500083,-0.0058661522,-0.16460386,-0.097348645,-0.119126685,-0.043820485,-0.1248721,0.027542425,0.012883236,-0.036685973,-0.1417205,-0.010035834,-0.0036368195,-0.025484435,0.07510394,0.04018558,-0.068157904,-0.14362429,-0.075794905,0.05135134,-0.049974456,0.059539903,-0.072705746,0.016288195,-0.04347236,-0.026051534,-0.054536015,0.015512013,-0.057173844,0.007139342
2,-0.23286721,0.16490397,-0.0736591,-0.0060286,-0.075682655,-0.095420524,-0.099303864,-0.07389564,0.09304233,-0.09063812,-0.00614304,-0.11341996,-0.14932518,0.072656035,-0.072472796,0.05957525,0.1273751,-0.15903476,0.09391331,0.043101322,-0.034417547,0.021806473,0.057646643,-0.13689959,-0.007894151,-0.04719531,0.14528114,-0.08158815,0.15359767,0.09661598,0.030378982,0.047595143,-0.09830603,-0.023749873,-0.08757777,-0.094668254,0.02893984,-0.003731327,-0.053234693,0.060867522,-0.016710903,-0.117359035,-0.12549949,-0.14927185,0.12268647,0.13006061,-0.025308898,-0.086177275,-0.03397049,-0.12773807,0.057191454,0.029618982,0.06502202,0.05339476,-0.046885956,-0.04119655,0.042343553,-0.059379164,0.09331396,-0.14741994,-0.029078431,0.084400825,-0.12895742,0.040857702,-0.057371166,-0.13309588,-0.0031444577,0.10586572,0.118131354,0.127511,-0.050378107,-0.12866391,0.013116565,0.009593101,0.07199842,-0.06263052,-0.088561036,0.011123654,0.023646198,0.104141206,0.07588703,0.025130888,0.07897609,-0.013517229,0.0156523,-0.03614148,-0.015749589,0.015774548,-0.052083805,-0.026235152,0.06674326,-0.074956365,-0.13906917,0.06262973,-0.028158493,-0.05613282,0.0023098306,-0.05575074,-0.084839694,0.046280466
3,-0.02500175,-0.04525684,0.02595389,0.042599726,0.14574929,0.031277943,0.12190405,-0.11999132,-0.056431666,0.064942,-0.06418278,0.003509243,0.062139466,0.0029143621,-0.037121054,0.029027812,-0.02212383,-0.023036143,0.053394638,-0.052429665,-0.118138134,0.12296321,0.16097875,-0.07944773,0.035396893,0.05648296,0.03458448,0.11175692,0.08444412,0.034897808,-0.1356645,0.024198418,-0.11941987,0.11691374,0.09198765,0.10671576,-0.028285243,0.053608023,-0.027651707,-0.14128128,0.045788515,-0.116369985,-0.14409372,0.08843041,0.0022085481,-0.15850468,0.0026320433,-0.11833185,-0.052890167,0.122007675,-0.06481707,-0.0032650456,-0.13244317,0.031453133,0.09895481,-0.07033688,0.019262457,-0.053090684,0.04619065,0.010316837,-0.08982327,-0.030009877,-0.0040285606,-0.096057795,0.033420816,-0.040161837,0.1035959,-0.13516244,-0.15835664,0.038026024,-0.011264792,0.03095958,0.14854008,0.08337768,-0.08695562,0.02052331,0.14627628,-0.14182083,0.08700476,0.04987994,0.003999911,-0.15246841,0.020621117,0.11495659,0.058561303,-0.10642365,0.08948222,0.119076364,0.09644282,-0.12079881,0.12550363,-0.091148235,0.010588347,0.027661243,0.044882305,0.08057928,-0.08156495,0.10543419,-0.015894918,0.018790817
4,-0.13000773,0.047917567,-0.07369429,0.050202627,-0.09337095,-0.044379227,-0.049871825,-0.010964256,0.058714345,0.04288642,0.16037048,-0.010814126,-0.009326057,-0.01939991,0.09107278,-0.04347457,-0.085339464,-0.04204315,0.032202266,-0.049413767,-0.11788373,-0.08414989,-0.10945922,-0.051551763,0.09230577,0.07430618,-0.11122937,-0.05469423,-0.030900456,0.0024484736,0.035610743,0.008832358,0.06426768,0.027184406,0.10573498,0.14337978,0.06165049,-0.040370412,0.0713436,-0.11114522,-0.14371163,0.08920549,0.049415976,0.034933653,-0.029033568,-0.031067345,0.043161295,0.059033856,0.10889014,-0.037789278,0.02264574,0.05345563,0.045217257,-0.040831763,0.009508494,0.064555824,-0.12824088,0.09210262,-0.076848775,0.04156438,0.17581038,0.11737224,0.04985006,-0.101997316,0.07050958,0.037459463,-0.005950784,-0.0778344,0.021805163,-0.002938657,0.015623802,-0.048698172,-0.07837189,-0.014240086,-0.04736188,0.017921679,0.0871423,-0.012025895,-0.027286183,-0.053090815,0.053672217,0.0772854,-0.058530737,-0.06390965,0.085183024,-0.03412687,-0.016818464,0.08833378,-0.0008756816,0.12466672,0.08849264,0.05984952,0.10754776,-0.011578392,-0.041332293,0.11994753,0.037821993,-0.09657878,0.14667884,-0.037310116
5,-0.10209303,0.1404627,0.13431185,0.017045353,0.063073896,-0.09593845,-0.029454226,0.1720645,-0.013999078,-0.12611543,0.12087364,0.111108825,0.064621046,0.13386159,-0.051273897,0.01283877,0.12650704,0.12888175,0.16136253,0.0029082387,0.074069016,0.017820897,0.09674037,0.040510826,-0.115044355,-0.03791181,0.14254703,0.1475055,-0.051936407,0.027572185,0.0866968,-0.09780177,-0.07318647,-0.029969998,-0.066308476,0.1037063,-0.11742821,-0.009442979,0.018147621,0.00042579192,-0.045499586,-0.041324914,-0.060391545,0.12992227,-0.096524104,0.12941289,0.033521295,0.10703337,0.108523905,0.057482205,-0.14334597,0.11589105,0.09466094,-0.08989397,-0.09969441,-0.07665479,0.14097391,0.041687,0.009217616,0.026933376,-0.0019836233,-0.034519576,0.02876676,-0.09515857,0.08970779,0.111085676,-0.015357751,0.05293654,-0.057522163,0.042036794,-0.015382148,-0.057932504,0.07748208,0.07769907,-0.060450107,0.03612866,-0.10830205,0.014575963,0.0862271,-0.02758538,0.11594267,-0.13897194,-0.029472452,0.10682031,0.086846076,-0.0859323,0.017910436,-0.08699649,-0.10445291,0.1285897,-0.1421859,-0.08806113,0.1458077,0.09387233,0.05360791,-0.0015938005,0.030594599,-0.06997991,-0.08290366,0.11827453
6,0.031835414,0.0022321653,0.022860192,0.0678601,0.11779773,-0.05147811,-0.032407437,-0.0034737077,-0.08483242,0.09625067,-0.07283761,0.022125984,0.0033436094,0.045458272,0.026863929,-0.0052293446,-0.04298638,-0.12258062,-0.002094182,0.09800859,-0.12459912,0.09595074,0.06657811,-0.10412449,0.08983427,-0.031468444,0.093818426,-0.03886057,0.09689637,0.025878584,-0.026956769,-0.0827014,-0.05945576,-0.11033544,0.05836387,-0.1360238,0.12949313,0.040650174,0.13707204,0.15296477,0.08351048,-0.076616,-0.041333076,0.031938788,0.077478655,-0.072296925,0.16014102,0.15230376,0.0153091205,-0.08396722,0.104534484,0.10956969,0.097603925,0.093391374,-0.024776297,0.1045021,0.108210795,0.05557578,0.114374235,-0.01721062,0.11532651,0.08633523,0.041987397,0.13140269,0.15596856,-0.0074249567,-0.113104254,0.010115887,0.010321216,0.119867295,-0.059292257,0.15796924,-0.124470204,-0.087819435,-0.05150324,0.13560879,0.015885817,-0.1382244,0.15152286,0.0056428937,0.09872946,0.14128742,-0.02417521,0.09581217,-0.07063303,-0.12081499,0.057169855,0.15781997,0.003853532,-0.10272347,-0.09526971,-0.035339847,0.048378266,0.033674557,0.011968471,-0.073452756,-0.036783487,-0.14183475,-0.0054778275,-0.103349686
7,-0.0941308,-0.03386751,0.04079748,0.07432973,-0.06360511,0.14972264,-0.07286022,0.033179812,0.04812386,-0.031461224,-0.11430896,0.07973608,-0.105521955,-0.1556831,-0.06644365,0.05618423,-0.06531837,0.020764636,-0.08344282,-0.010975788,0.030787779,0.0036753968,0.15981272,-0.036226418,-0.026729893,-0.07706966,0.16208026,-0.022834469,0.048514634,0.064338915,-0.112675525,-0.051458567,-0.09075701,0.010366232,-0.03995003,0.044306878,-0.11114605,0.07553099,0.018170658,0.0870133,-0.0057697943,-0.06726872,-0.12379054,-0.07988267,-0.12504104,0.01944872,0.059205353,-0.046208307,-0.05599545,-0.1033178,-0.12978399,-0.06672395,0.06538689,0.012081715,0.09576976,-0.024161464,-0.17065306,-0.0431367,0.08070258,0.03721552,0.07610388,0.065725245,-0.10699156,-0.03202313,0.041803204,-0.05064775,-0.021974731,0.016409792,-0.12523468,-0.021946983,-0.04912446,0.029723672,0.009930535,0.08394661,-0.09723305,0.056128234,-0.08938571,0.1252201,-0.060759444,-0.045464586,-0.030901678,0.083390564,0.026076656,-0.048407935,-0.06251891,-0.15529226,-0.08557606,-0.032315005,-0.019159779,0.0015479297,0.044920363,0.121225655,-0.027532829,0.046236802,0.07424151,0.023856265,0.054016903,-0.036467865,0.10184124,0.18782344
8,-0.145569,-0.12430096,-0.044997722,0.0048784004,0.0047832,-0.04272054,-0.1266748,-0.05734367,-0.052674394,0.04831299,0.051567726,-0.14150734,-0.053999983,0.008950113,0.18496357,-0.088353306,0.027977247,0.03631749,-0.04791813,0.07070236,0.0020204287,-0.025642635,-0.0016978858,0.21242352,0.08311466,-0.06601212,-0.043681778,0.046671804,-0.03493761,-0.112666294,-0.007757978,0.1428337,-0.10709017,0.05748728,-0.06698353,0.08001631,0.122364104,-0.15314962,-0.046055872,0.034089874,-0.0073280716,-0.047101527,-0.01077214,0.14579199,0.05429621,0.073361345,-0.11035941,0.06289588,-0.07684462,0.018002775,0.037227,-0.14120917,-0.0046585156,-0.063483335,0.110418886,0.038067993,0.097165994,-0.13446094,-0.15139581,0.07967936,0.009167854,-0.003937009,-0.07503402,-0.14993916,-0.117727585,-0.04279744,0.052996393,-0.005650113,-0.093283646,0.071337886,-0.083412796,-0.03191028,-0.07533835,0.086080424,0.12893388,0.070510514,0.08671844,-0.041085564,0.05799261,0.0053920355,0.101045206,0.003513637,-0.06488241,-0.09417615,0.086073905,-0.09301898,0.102907404,0.0361172,-0.044298477,0.13591102,0.07340981,-0.12623516,-0.09934022,0.12938283,0.12865143,0.051409636,0.045967955,-0.11786558,-0.016028762,0.06603488
9,0.016155185,-0.08138991,0.13665907,-0.054368403,0.03702915,-0.0964038,0.012423967,-0.09190363,0.010884082,-0.10895777,-0.070732154,-0.049505875,-0.06942915,-0.012589693,-0.13448809,0.003990271,0.06005806,0.02436445,0.008080646,-0.08246199,-0.062198848,-0.14068931,-0.14305855,0.07752195,0.12716274,0.038789697,-0.0082636895,-0.05141154,0.037362326,0.050311454,-0.08052342,-0.02831566,0.12904522,-0.066937424,-0.11419951,-0.06394016,0.0006392093,0.033647332,-0.11751656,0.029446397,-0.06364224,0.10191861,0.047129236,-0.07599114,-0.07848496,0.14615092,-0.03995466,-0.14453639,-0.118048325,-0.013216421,0.046187364,0.07195787,0.12600215,-0.039911266,-0.007069947,-0.11488181,-0.15056986,-0.12561007,-0.09625867,0.10935661,0.0506824,0.10096329,0.03808883,0.036956582,0.12558886,-0.050232142,-0.04189182,-0.033078272,0.13702849,0.0055238786,0.011393248,0.01234003,-0.10783874,-0.02184112,0.027112395,-0.1469101,-0.101953104,0.008669958,-0.04472946,-0.044867244,0.10810532,0.11130691,0.07803889,-0.08766414,0.11583625,-0.10358692,-0.1196568,-0.0031573218,-0.13856302,0.13264118,0.10152754,-0.04729788,-0.026361002,0.06316644,-0.018850747,0.111091696,0.12890418,0.08659782,-0.016945962,0.031569485
